General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PH,Sanisvara Nethaji Rayer Rajaji Rayer,50369,71.24
15,PN,Baljit Singh Jigiri Singh,11765,16.64
15,BN,Loganathan Thoraisamy,7387,10.45
15,Independent,Yaacab Noor,480,0.68
