General Election,Party,Candidate,Vote Count,Percentage of Vote
14,BN,Tengku Adnan Tengku Mansor,12148,49.47
14,PH,Samsu Adabi Mamat,8776,35.74
14,Pan-Malaysian Islamic Party,Zainal Abidin Kidam,3634,14.80
