General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PN,Mohd Radzi Md Jidin,16002,43.67
15,BN,Tengku Adnan Tengku Mansor,13692,37.37
15,PH,Noraishah Mydin Abd Aziz,5988,16.34
15,Homeland Fighters' Party,Rosli Ramli,878,2.40
