General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PN,Awang Solahuddin Hashim,49008,64.83
15,BN,Suraya Yaacob,17719,23.44
15,PH,Zulkifly Mohamad,8058,10.66
15,Homeland Fighters' Party,Abdul Rashid Yub,809,1.07
