General Election,Party,Candidate,Vote Count,Percentage of Vote
14,Pan-Malaysian Islamic Party,Awang Solahuddin Hashim,26536,42.63
14,BN,Othman Abdul,20728,33.30
14,PH,Wan Saifulruddin Wan Jan,14901,23.94
14,Independent,Abdul Malik Manaf,81,0.13
