General Election,Party,Candidate,Vote Count,Percentage of Vote
15,Pan-Malaysian Islamic Party,Ikmal Hisham Abdul Aziz,54266,77.87
15,BN,Bakri @Mohd Bakri Mustapha,9781,14.04
15,PH,Mohamad Supardi Md Noor,5357,7.69
15,PUTRA,Nasir Abdullah,168,0.24
