General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PN,Nurul Amin Hamid,28217,58.03
15,BN,Mahdzir Khalid,17258,35.49
15,PH,Muaz Abdullah,2702,5.56
15,Homeland Fighters' Party,Razali Lebai Salleh,452,0.93
