General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Tengku Zulpuri Shah Raja Puji,20659,44.89
14,BN,Chew Mei Fun,17500,38.02
14,Pan-Malaysian Islamic Party,Mohamed Nilam Abdul Manap,7866,17.09
