General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PH,Yuneswaran Ramaraj,23437,46.27
15,BN,Ramasamy Muthusamy,17768,35.08
15,PN,Poobalan Ponusamy,8385,16.55
15,Homeland Fighters' Party,Syed Hairoul Faizey Syed Ali,1062,2.10
