General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Santhara Kumar Ramanaidu,24060,53.09
14,BN,Subramaniam Sathasivam,18584,41.01
14,Pan-Malaysian Islamic Party,Khairul Faizi Ahmad Kamil,2676,5.90
