General Election,Party,Candidate,Vote Count,Percentage of Vote
14,BN,Azizah Mohd Dun,11354,41.72
14,Sabah People's Hope Party,Lajim Ukin,8023,29.48
14,PH,Johan @ Christopher Ot Ghani,7835,28.79
