General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PN,Zulkifli Ismail,27893,35.95
15,BN,Roslan Ahmad,27571,35.53
15,PH,Harun Mohamed,21674,27.93
15,Homeland Fighters' Party,Mohd Daud Nasir,460,0.59
