General Election,Party,Candidate,Vote Count,Percentage of Vote
15,BN,Johari Abdul Ghani,25042,41.15
15,PH,Khalid Samad,20410,33.54
15,PN,Rosni Adam,14518,23.86
15,Homeland Fighters' Party,Khairuddin Abu Hassan,888,1.46
