General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Rina Mohd Harun,23840,47.31
14,BN,Johari Abdul Ghani,19701,39.10
14,Pan-Malaysian Islamic Party,Mohamad Noor Mohamad,6845,13.59
