General Election,Party,Candidate,Vote Count,Percentage of Vote
14,Pan-Malaysian Islamic Party,Mohd Khairuddin Aman Razali,37974,52.66
14,BN,Tengku Asmadi Tengku Mohamad,29527,40.95
14,PH,Abdullah Mohamed,4604,6.39
