General Election,Party,Candidate,Vote Count,Percentage of Vote
14,BN,Noraini Ahmad,24481,49.19
14,PH,Anis Afida Mohd Azli,18140,36.45
14,Pan-Malaysian Islamic Party,Ahmad Rosdi Bahari,7148,14.36
