General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PN,Azahari Hasan,12931,43.28
15,BN,Mohd Arrif Abdul Majid,9885,33.08
15,PH,Muhammad Kamil Abdul Munim,7062,23.64
