General Election,Party,Candidate,Vote Count,Percentage of Vote
15,Sabah Heritage Party,Mohd Yusof Apdal,27116,46.64
15,BN,Maizatul Alkam Alawi,22740,39.11
15,PH,Oscar Sia Yu Hock,8289,14.26
