General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Pang Hok Liong,16709,52.17
14,BN,Chua Tee Yong,13301,41.53
14,Pan-Malaysian Islamic Party,Sarchu Sawal,2020,6.30
