General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Christina Liew,21400,50.05
14,BN,Yap Kain Ching @ Mary Yap Ken Jin,16673,39.00
14,Pan-Malaysian Islamic Party,Mohamad Husain,2518,5.89
14,Sabah People's Hope Party,Alizaman Jijurahman,2162,5.06
