General Election,Party,Candidate,Vote Count,Percentage of Vote
15,BN,Mohd Isam Mohd Isa,23283,38.15
15,PH,Muhammad Faiz Fadzil,22007,36.06
15,PN,Abdul Halim Abu Bakar,14962,24.51
15,Homeland Fighters' Party,Zamani Ibrahim,781,1.28
