General Election,Party,Candidate,Vote Count,Percentage of Vote
14,Pan-Malaysian Islamic Party,Sabri Azit,22312,33.94
14,BN,Jamil Khir Baharom,21773,33.12
14,PH,Akhramsyah Muammar Ubaidah Sanusi,21651,32.94
