General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Ahmad Faizal Azumu,38661,44.46
14,BN,Ahmad Husni Mohamad Hanadzlah,33341,38.35
14,Pan-Malaysian Islamic Party,Muhamad Zulkifli Mohamad Zakaria,14948,17.19
