General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PH,Anwar Ibrahim,49625,39.77
15,PN,Ahmad Faizal Azumu,45889,36.78
15,BN,Aminuddin Md Hanafiah,28140,22.55
15,Homeland Fighters' Party,Abdul Rahim Tahir,1115,0.89
