General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PH,Lim Lip Eng,64308,88.92
15,BN,Yap Zheng Hoe,3227,4.46
15,PN,Phang Jing Fatt,2795,3.86
15,Independent,Yee Poh Ping,1461,2.02
