General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Shamsul Iskandar @ Yusre Mohd Akin,39067,51.01
14,BN,Mohd Ali Mohd Rustam,30427,39.73
14,Pan-Malaysian Islamic Party,Md Khalid Kassim,7089,9.26
