General Election,Party,Candidate,Vote Count,Percentage of Vote
15,Pan-Malaysian Islamic Party,Mohd Azizi Abu Naim,21826,45.12
15,BN,Tengku Razaleigh Tengku Mohd Hamzah,21663,44.78
15,PH,Asharun Uji,4517,9.34
15,Homeland Fighters' Party,Samsu Abdabi Mamat,371,0.77
