General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PN,Mohd Misbahul Munir Masduki,23223,43.90
15,PH,Mujahid Yusof Rawa,17828,33.70
15,BN,Imran Mohd Yusof,11593,21.91
15,Homeland Fighters' Party,Rohijas Md Sharif,259,0.49
