General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Mujahid Yusof Rawa,16753,39.22
14,BN,Abdul Puhat Mat Nayan,13655,31.96
14,Pan-Malaysian Islamic Party,Ahmad Azhar Sharin,12312,28.82
