General Election,Party,Candidate,Vote Count,Percentage of Vote
15,BN,Abdul Rahman Mohamad,17672,49.29
15,PN,Mohamad Shahrum Osman,11554,32.22
15,PH,Tengku Zulpuri Shah Raja Puji,6366,17.75
15,Homeland Fighters' Party,Aishaton Abu Bakar,263,0.76
