General Election,Party,Candidate,Vote Count,Percentage of Vote
14,BN,Abdul Rahman Mohamad,13995,49.82
14,PH,Badarudin Abd Rahaman,7426,26.43
14,Pan-Malaysian Islamic Party,Sobirin Duli,6671,23.75
