General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Saifuddin Nasution Ismail,22159,42.62
14,BN,Abd. Aziz Sheikh Fadzir,18299,33.67
14,Pan-Malaysian Islamic Party,Abdul Raman Abdul Razak,12885,23.71
