General Election,Party,Candidate,Vote Count,Percentage of Vote
14,Pan-Malaysian Islamic Party,Nik Mohamad Abduh Nik Abdul Aziz,36188,48.93
14,BN,Awang Adek Hussin,32896,44.48
14,PH,Zulkifli Zakaria,4880,6.60
