General Election,Party,Candidate,Vote Count,Percentage of Vote
15,Pan-Malaysian Islamic Party,Mohd Syahir Che Sulaiman,57130,63.89
15,BN,Mohd Zain Yasim,27229,30.45
15,PH,Nur Azmiza Mamat,4366,4.88
15,Independent,Mohd Zulkifli Zakaria,418,0.47
