General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Lim Guan Eng,51653,85.96
14,BN,Lee Beng Seng,7751,12.90
14,Love Malaysia Party,Huan Cheng Guan,502,0.84
14,Malaysian United Party,Koay Xing Boon,181,0.30
