General Election,Party,Candidate,Vote Count,Percentage of Vote
15,GPS,Richard Riot Jaem,22876,57.23
15,Independent,Alim Impira,6179,15.46
15,PSB,Elsiy Tinggang,5630,14.08
15,DAP,Learry Jabul,5289,13.23
