General Election,Party,Candidate,Vote Count,Percentage of Vote
15,GPS,Doris Sophia Brodi,14131,44.27
15,PSB,Wilson Entabang,10092,31.62
15,Independent,Masir Kujat,5673,17.77
15,PH,Tay Wei Wei,2021,6.33
