General Election,Party,Candidate,Vote Count,Percentage of Vote
14,BN,Shabudin Yahaya,18547,35.73
14,PH,Marzuki Yahya,18466,35.58
14,Pan-Malaysian Islamic Party,Rizal Hafiz Ruslan,14891,28.69
