General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Mansor Othman,35395,56.92
14,BN,Shaik Hussein Mydin,19578,31.49
14,Pan-Malaysian Islamic Party,Mohd Helmi Harun,6875,11.06
14,Independent,Tan Tee Beng,331,0.53
