General Election,Party,Candidate,Vote Count,Percentage of Vote
14,BN,Johnity @ Maximus Ongkili,13033,38.44
14,Sabah People's Hope Party,Maijol Mahap,11259,33.21
14,Sabah Heritage Party,Barlus Mangabis,7113,20.98
14,Love Sabah Party,Paul Porodong,2501,7.37
