General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PN,Ahmad Fakhruddin Fakhrurazi,56298,56.03
15,PH,Azman Ismail,28237,28.10
15,BN,Mashitah Ibrahim,13879,13.81
15,Homeland Fighters' Party,Ulya Aqamah Husamudin,1805,1.80
