General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Azman Ismail,36624,46.26
14,Pan-Malaysian Islamic Party,Muhammad Riduan Othman,23143,29.23
14,BN,Abdullah Hasnan Kamaruddin,19400,24.51
