General Election,Party,Candidate,Vote Count,Percentage of Vote
14,BN,Ahmad Nazlan Idris,22640,45.06
14,Pan-Malaysian Islamic Party,Yohanis Ahmad,16732,33.30
14,PH,Wan Mohd Shaharir Wan Abd Jalil,10877,21.64
