General Election,Party,Candidate,Vote Count,Percentage of Vote
15,Pan-Malaysian Islamic Party,Rosol Wahid,42910,59.59
15,BN,Rozi Mamat,27176,37.74
15,PH,Alias Ismail,1740,2.42
15,Homeland Fighters' Party,Mohd Khadri Abdullah,182,0.25
