General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Thomas Su Keong Siong,30216,57.56
14,BN,Lee Chee Leong,18415,35.08
14,Pan-Malaysian Islamic Party,Yougan Mahalingam,3864,7.36
