General Election,Party,Candidate,Vote Count,Percentage of Vote
14,Pan-Malaysian Islamic Party,Ahmad Fadhli Shaari,28080,52.44
14,BN,Nor Azmawi Ab Rahman,15005,28.02
14,Independent,Ibrahim Ali,5373,10.03
14,PH,Che Ujang Che Daud,5093,9.51
