General Election,Party,Candidate,Vote Count,Percentage of Vote
15,Pan-Malaysian Islamic Party,Ahmad Fadhli Shaari,44444,68.21
15,BN,Abdul Ghani Harun,13727,21.07
15,PH,Husam Musa,6439,9.88
15,PUTRA,Nasrul Ali Hassan Abdul Latif,543,0.83
