General Election,Party,Candidate,Vote Count,Percentage of Vote
14,Sabah Heritage Party,Mohd Shafie Apdal,26809,80.20
14,BN,Ramlee Marahaban,6135,18.35
14,Pan-Malaysian Islamic Party,Abdul Nasir Ab Raup,384,1.15
14,Sabah People's Hope Party,Asmara Asmad,98,0.29
