General Election,Party,Candidate,Vote Count,Percentage of Vote
15,Sabah Heritage Party,Mohd Shafie Apdal,28702,73.77
15,GRS,Nixon Abdul Habi,7892,20.28
15,PH,Arastam Pandorog,1848,4.75
15,Homeland Fighters' Party,Ab Rajik Hamid,467,1.2
