General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PN,Ahmad Yunus Hairi,52867,42.68
15,PH,Manivannan Gowindasamy,51034,41.20
15,BN,Mohana Muniandy Raman,18685,15.09
15,Homeland Fighters' Party,Ridzuan Abdullah,591,0.48
