General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PN,Ku Abdul Rahman Ku Ismail,47584,57.05
15,PH,Aizuddin Ariffin,16000,19.18
15,BN,Hasmuni Hassan,14489,17.37
15,Homeland Fighters' Party,Amiruddin Hamzah,5329,6.39
