General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Amiruddin Hamzah,29984,49.70
14,BN,Mohd Johari Baharum,16975,28.14
14,Pan-Malaysian Islamic Party,Norhafiza Fadzil,13375,22.17
