General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Charles Anthony Santiago,98279,77.34
14,BN,Ching Eu Boon,19506,15.35
14,Pan-Malaysian Islamic Party,Khairul Shah Abdullah,9169,7.22
14,Independent,Puvananderan Ganasamoorthy,120,0.09
