General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PH,Ganabatirau Veraman,115539,70.49
15,PN,Jaya Chandran Perumal,23738,14.48
15,BN,Tee Hooi Ling,19762,12.06
15,Independent,Hedrhin Ramli @ Awin,3016,1.84
