General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PH,Karupaiya Mutusami,31724,45.27
15,Pan-Malaysian Islamic Party,Muhamad Sobri Osman,22911,32.69
15,BN,Leong Yong Kong,15449,22.04
