General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PKR,Surendran Nagarajan,34151,54.07
14,BN,Heng Seai Kie,25714,40.71
14,Pan-Malaysian Islamic Front,Hamidi Abu Hassan,2630,4.16
14,Independent,Gobalakrishnan Nagapan,390,0.62
