General Election,Party,Candidate,Vote Count,Percentage of Vote
15,BN,Manndzri Nasib,21185,41.26
15,PN,Mohd Nazri Mokhtar,18194,35.43
15,PH,Zuraidah Zainab Mohd Zen,11618,22.63
15,Homeland Fighters' Party,M Azhar Palal,353,0.69
