General Election,Party,Candidate,Vote Count,Percentage of Vote
14,BN,Adham Baba,20142,54.39
14,PH,Norjepri Mohamed Jelani,14209,38.37
14,Pan-Malaysian Islamic Party,Yuhanita Yunan,2683,7.24
