General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PH,Loke Siew Fook,63920,51.85
15,PN,Mohd Fadli Che Me,33076,26.83
15,BN,Wong Yin Ting,24584,19.94
15,Homeland Fighters' Party,Mohamad Jani Ismail,1336,1.08
