General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Loke Siew Fook,55503,60.45
14,BN,Chong Sin Woon,24809,27.02
14,Pan-Malaysian Islamic Party,Shariffuddin Ahmad,11506,12.53
