General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PN,Jamaludin Yahya,24897,43.66
15,BN,Khairul Azwan Harun,19894,34.89
15,PH,Nik Omar Nik Abdul Aziz,11693,20.51
15,Homeland Fighters' Party,Zairol Hizam Zakaria,549,0.95
