General Election,Party,Candidate,Vote Count,Percentage of Vote
15,Pan-Malaysian Islamic Party,Wan Ahmad Fayhsal Wan Ahmad Kamal,35603,54.68
15,BN,Ahmad Jazlan Yaakub,25449,39.08
15,PH,Rosli Allani Abdul Kadir,3934,6.04
15,PUTRA,Mohamamd Seman,128,0.20
