General Election,Party,Candidate,Vote Count,Percentage of Vote
14,BN,Zakaria Edris,17799,49.25
14,Sabah Heritage Party,Irwanshah Mustapa,17121,47.37
14,Sabah People's Hope Party,Alfian Mansyur,1223,3.38
