General Election,Party,Candidate,Vote Count,Percentage of Vote
15,Pan-Malaysian Islamic Party,Che Alias Hamid,65714,58.11
15,BN,Ahmad Said,38535,34.07
15,PH,Hasuni Sudin,8340,7.37
15,Homeland Fighters' Party,Rosli Abd Ghani,506,0.45
